date,vol
1990-01-03,41.823267160756345
1990-01-04,40.528025858657365
1990-01-05,40.64295038502988
1990-01-08,51.79088298146692
1990-01-09,49.69436784988818
1990-01-10,48.75255980971666
1990-01-11,46.697033653113344
1990-01-12,44.75094157668641
1990-01-15,45.40840195382348
1990-01-16,43.720002836230464
1990-01-17,43.349569409626206
1990-01-18,41.972294862206425
1990-01-19,41.14610888042757
1990-01-22,40.11242505758035
1990-01-23,38.68641017204879
1990-01-24,37.12798981900313
1990-01-25,37.39870318607318
1990-01-26,36.31432378552574
1990-01-29,35.11006573619594
1990-01-30,34.58163437433228
1990-01-31,33.43718929575272
1990-02-01,32.14832810582846
1990-02-02,31.380963082735366
1990-02-05,33.31859156687149
1990-02-06,32.09944429425531
1990-02-07,31.70984900626302
1990-02-08,31.179404548515677
1990-02-09,30.714461219432128
1990-02-12,29.88100660955049
1990-02-13,28.810180700578744
1990-02-14,27.85691641226645
1990-02-15,28.10265432303504
1990-02-16,27.405557465594455
1990-02-20,26.555897650051296
1990-02-21,27.25210568011213
1990-02-22,26.293059084100502
1990-02-23,26.536484695603523
1990-02-26,26.430740965776952
1990-02-27,25.98563841817245
1990-02-28,25.114625380443165
1990-03-01,25.808586245666383
1990-03-02,25.1354423076261
1990-03-05,24.636141743381817
1990-03-06,24.724478477816273
1990-03-07,25.13445475835909
1990-03-08,24.429258441467272
1990-03-09,24.822096446513136
1990-03-12,24.474470699077436
1990-03-13,23.67536897283757
1990-03-14,22.98433040138433
1990-03-15,23.252030621001683
1990-03-16,23.70550948619329
1990-03-19,25.281822165342433
1990-03-20,24.909667520864264
1990-03-21,24.356229018466713
1990-03-22,23.57287449591161
1990-03-23,23.985372792600078
1990-03-26,23.24718563611518
1990-03-27,22.519263753506685
1990-03-28,24.01485140491192
1990-03-29,23.27227758514409
1990-03-30,23.031115474505356
1990-04-02,22.621390938666877
1990-04-03,22.37506674850379
1990-04-04,25.383323186690905
1990-04-05,26.152850628564376
1990-04-06,25.789245898242157
1990-04-09,29.47470366263247
1990-04-10,32.44236008677544
1990-04-11,32.96583413171886
1990-04-12,31.76910253689896
1990-04-16,30.738987296265957
1990-04-17,30.563119539732853
1990-04-18,30.5941223766919
1990-04-19,33.578685739617626
1990-04-20,32.30797375262026
1990-04-23,31.481454540729214
1990-04-24,30.35279380880778
1990-04-25,30.624061128465637
1990-04-26,29.934818389293763
1990-04-27,28.864557020678493
1990-04-30,27.816640631104253
1990-05-01,27.387432300235815
1990-05-02,26.652419402373212
1990-05-03,32.04214655730792
1990-05-04,30.82605443452016
1990-05-07,30.887187052238993
1990-05-08,29.861375520896555
1990-05-09,32.38512436289229
1990-05-10,31.251366754111732
1990-05-11,30.101193929809494
1990-05-14,31.525261870442883
1990-05-15,30.37356752177788
1990-05-16,31.001609248553535
1990-05-17,29.855636452770522
1990-05-18,29.02347174271197
1990-05-21,29.708160697020606
1990-05-22,28.795438388744838
1990-05-23,35.0147348983253
1990-05-24,34.763533997567045
1990-05-25,33.414583403059204
1990-05-29,32.350673563312405
1990-05-30,31.18919870724479
1990-05-31,35.78455985477536
1990-06-01,34.44277305909035
1990-06-04,34.736916443461126
1990-06-05,36.12169182084361
1990-06-06,35.11482404911065
1990-06-07,33.93774500464048
1990-06-08,33.10440883024496
1990-06-11,31.980842015181526
1990-06-12,35.03568261073273
1990-06-13,34.015936794390946
1990-06-14,34.153810914742735
1990-06-15,33.59886373078709
1990-06-19,37.83738817624705
1990-06-20,36.67999732824418
1990-06-21,35.483807743814644
1990-06-22,35.9866445226559
1990-06-25,34.64367942352544
1990-06-26,34.02504777366227
1990-06-27,35.498803641813055
1990-06-28,35.70453500607451
1990-06-29,34.37953350468851
1990-07-02,34.66042025134721
1990-07-03,33.35428278347475
1990-07-05,33.341160507696785
1990-07-06,32.168255656780644
1990-07-09,31.59014301961927
1990-07-10,32.40992181416055
1990-07-11,34.05567758832586
1990-07-12,40.25165770499397
1990-07-13,38.760067801798286
1990-07-16,38.449470477498124
1990-07-17,36.95969658966372
1990-07-18,35.72330063138064
1990-07-19,34.65329438884563
1990-07-20,33.51596992479853
1990-07-23,33.266435516899016
1990-07-24,32.004263778440524
1990-07-25,31.106437404498767
1990-07-26,30.005234543325937
1990-07-27,29.632872017406616
1990-07-30,28.724144478121538
1990-07-31,29.09578175612403
1990-08-01,31.97036421437829
1990-08-02,40.833637751246215
1990-08-03,44.981226884112445
1990-08-06,67.37738463312449
1990-08-07,64.43632671094777
1990-08-08,74.57506902444007
1990-08-09,71.56866548986365
1990-08-10,69.00696225744181
1990-08-13,65.9877343147952
1990-08-14,63.21066777055911
1990-08-15,60.4657274825996
1990-08-16,59.310229134610495
1990-08-17,58.38681974555559
1990-08-20,56.02378994677172
1990-08-21,53.64249658619554
1990-08-22,60.49812228491063
1990-08-23,58.512023379814856
1990-08-24,58.36424247773632
1990-08-27,89.85211249603428
1990-08-28,86.92038909254836
1990-08-29,90.93602058590425
1990-08-30,87.76439574223707
1990-08-31,84.22845433699945
1990-09-04,84.10325653623646
1990-09-05,80.81939420708373
1990-09-06,79.97587461228542
1990-09-07,80.45132615438978
1990-09-10,78.03692356826991
1990-09-11,75.62632874865737
1990-09-12,72.31738297256062
1990-09-13,69.20198523163913
1990-09-14,66.54888308604436
1990-09-17,64.77587050746597
1990-09-18,62.244692303842264
1990-09-19,59.646696807115816
1990-09-20,57.30171829884336
1990-09-21,59.193227991046406
1990-09-24,63.72570031000052
1990-09-25,61.71158529806215
1990-09-26,60.1305320116162
1990-09-27,58.15066465656261
