date,vol
1998-12-23,21.22925660497795
1998-12-24,20.729043972166203
1998-12-28,20.288962516600005
1998-12-29,19.846931652021176
1998-12-30,20.749627466535394
1998-12-31,20.122865799880493
1999-01-04,19.507884252270927
1999-01-05,19.14544624708445
1999-01-06,20.6414633202203
1999-01-07,20.143762210669585
1999-01-08,19.567576753394885
1999-01-11,21.403982246301737
1999-01-12,22.236094711077303
1999-01-13,22.940882894954154
1999-01-14,24.31420177591689
1999-01-15,23.864575923321997
1999-01-19,23.071165640253202
1999-01-20,22.741394680186172
1999-01-21,22.121563868768412
1999-01-22,21.61817735147901
1999-01-25,20.941454390753282
1999-01-26,20.921101787429837
1999-01-27,22.354762445617713
1999-01-28,21.853178716150197
1999-01-29,21.153798807779182
1999-02-01,21.16073089474936
1999-02-02,20.50068389103154
1999-02-03,20.840339056742817
1999-02-04,20.24424896112474
1999-02-05,21.07667801148938
1999-02-08,20.74843724235635
1999-02-09,22.453317171411445
1999-02-10,21.737743305136345
1999-02-11,21.446665754844037
1999-02-12,23.4812573768953
1999-02-16,23.0187534849305
1999-02-17,22.87480780247126
1999-02-18,22.140340647785887
1999-02-19,21.619686861747095
1999-02-22,21.114820103424986
1999-02-23,20.948925891319583
1999-02-24,20.40788847480307
1999-02-25,19.8269743531382
1999-02-26,19.518144788888108
1999-03-01,19.66984768624302
1999-03-02,19.823637708553896
1999-03-03,20.150235135104502
1999-03-04,21.830415204480193
1999-03-05,21.741174485294028
1999-03-08,21.414475758234193
1999-03-09,21.494593645844994
1999-03-10,25.833082742870623
1999-03-11,25.24304823114673
1999-03-12,24.461545249636213
1999-03-15,23.987699848047125
1999-03-16,23.33215163674366
1999-03-17,23.616578499012086
1999-03-18,23.106108283308984
1999-03-19,22.999817303622216
1999-03-22,22.317119168925007
1999-03-23,23.511260876439614
1999-03-24,22.878327298996314
1999-03-25,22.1410804614409
1999-03-26,21.707761192716305
1999-03-29,22.339617991362342
1999-03-30,23.709330821429777
1999-03-31,24.281651591273604
1999-04-01,23.477688727811348
1999-04-05,23.656447070513355
1999-04-06,23.45959027775208
1999-04-07,23.288433266323434
1999-04-08,22.692590949470713
1999-04-09,22.54985436760069
1999-04-12,21.904364770520054
1999-04-13,21.211431634851994
1999-04-14,21.51045020449363
1999-04-15,23.868994700238215
1999-04-16,24.611585320738683
1999-04-19,24.015890239589286
1999-04-20,24.699392624111223
1999-04-21,25.10533720147969
1999-04-22,24.709919546611236
1999-04-23,24.77184781157837
1999-04-26,26.619812621429176
1999-04-27,27.071793882194065
1999-04-28,27.652959841579346
1999-04-29,27.913456754762567
1999-04-30,28.396313281832906
1999-05-03,28.24042825454317
1999-05-04,27.250843436488346
1999-05-05,27.387022839293795
1999-05-06,26.474481751301575
1999-05-07,25.614825707000236
1999-05-10,25.470809881116853
1999-05-11,24.623081123206333
1999-05-12,25.746831960456806
1999-05-13,24.905686338665713
1999-05-14,24.383042550100264
1999-05-17,23.656479027953417
1999-05-18,25.92622564123054
1999-05-19,25.331864992534598
1999-05-20,24.66630357390422
1999-05-21,24.227057931164484
1999-05-24,26.573267093076833
1999-05-25,25.741688056535843
1999-05-26,26.03712564781297
1999-05-27,29.797115162377715
1999-05-28,28.88410656399121
1999-06-01,28.096578439375854
1999-06-02,27.323431482886622
1999-06-03,26.391726203490364
1999-06-04,25.829882926563954
1999-06-07,25.15029097247187
1999-06-08,25.666826060111134
1999-06-09,24.797952818730824
1999-06-10,24.012170164314593
1999-06-11,23.33717335068667
1999-06-14,22.626954633799045
1999-06-15,22.217971644594382
1999-06-16,22.122816909245532
1999-06-17,21.412586952537985
1999-06-18,20.74105754295089
1999-06-21,23.63522312143467
1999-06-22,23.48129493873794
1999-06-23,22.808475003822593
1999-06-24,23.753823439606517
1999-06-25,23.3410603872232
1999-06-28,22.80399438694897
1999-06-29,22.370285290983663
1999-06-30,22.02350980202747
1999-07-01,21.42451128964206
1999-07-02,20.76398979001868
1999-07-06,20.753647004803756
1999-07-07,20.158887469302467
1999-07-08,19.624648073277644
1999-07-09,19.036189324547074
1999-07-12,18.69016853856594
1999-07-13,18.82575416816017
1999-07-14,18.27967330123818
1999-07-15,17.923880048694816
1999-07-16,17.711768291167317
1999-07-19,17.32892864547604
1999-07-20,21.936829579499403
1999-07-21,21.445414335004116
1999-07-22,22.15977815773434
1999-07-23,21.48946383695973
1999-07-26,23.03373039696349
1999-07-27,22.278863705314954
1999-07-28,21.93493979932473
1999-07-29,21.49414227179117
1999-07-30,21.617512900424046
1999-08-02,23.948361697619315
1999-08-03,23.41816525691114
1999-08-04,22.957140065783456
1999-08-05,22.710185468199064
1999-08-06,21.982095441517856
1999-08-09,22.258182944705975
1999-08-10,21.745039710241965
1999-08-11,21.12405557652223
1999-08-12,20.466883006457042
1999-08-13,19.91070234823473
1999-08-16,19.967070591351153
1999-08-17,19.46602424739063
1999-08-18,19.2751762637855
1999-08-19,18.72857592023483
1999-08-20,18.257485369020564
1999-08-23,17.794955127788324
1999-08-24,17.838398582832486
1999-08-25,17.393013769901984
1999-08-26,21.672319765082833
1999-08-27,20.984628374121854
1999-08-30,21.530175475364803
1999-08-31,21.17992521233255
1999-09-01,20.563658818410698
1999-09-02,20.711384695379497
1999-09-03,20.33096259403376
1999-09-07,20.35689475337533
1999-09-08,19.747243351921302
1999-09-09,20.098499944025672
1999-09-10,19.560621155781327
1999-09-13,20.683137479599175
1999-09-14,20.87963103122275
1999-09-15,21.59263957926404
1999-09-16,20.906413465728644
1999-09-17,20.415339233037496
1999-09-20,21.341243450183498
